info,to_margin,ypp_margin,yds_margin,result
SMU @ South Florida: 48-21,0,-1.77,-155,0
Connecticut @ UCF: 21-56,-3,3.45,181,1
Temple @ East Carolina: 27-17,-1,-1.03,-163,0
UCF @ Cincinnati: 24-27,-3,-0.07,-82,1
South Florida @ Connecticut: 48-22,-1,-3.42,-210,0
Tulsa @ SMU: 37-43,-2,-1.74,-60,1
Bucknell @ Temple: 12-56,1,5.37,484,1
Holy Cross @ Navy: 7-45,0,2.86,300,1
Memphis @ Temple: 28-30,-2,-1.02,-36,1
Gardner-Webb @ East Carolina: 9-48,-1,3.74,388,1
Connecticut @ Tulane: 7-49,-1,4.03,400,1
Cincinnati @ Houston: 38-23,4,-0.46,30,0
Houston @ Connecticut: 24-17,1,0.48,154,0
South Florida @ Navy: 3-35,2,3.31,193,1
Tulsa @ Cincinnati: 13-24,-4,0.65,-60,1
Temple @ SMU: 21-45,0,2.05,382,1
Tulane @ Memphis: 17-47,-3,2.06,137,1
East Carolina @ UCF: 28-41,-1,1.41,128,1
Prairie View @ Houston: 17-37,1,0.74,37,1
Southern @ Memphis: 24-55,1,3.77,317,1
Navy @ Tulsa: 45-17,-1,-2.59,-101,0
Louisiana @ Georgia Southern: 37-24,-2,-3.62,-199,0
