info,to_margin,ypp_margin,yds_margin,result
Jackson State @ Southern Mississippi: 7-55,-1,2.15,238,1
Louisiana Tech @ South Alabama: 30-26,1,-1.05,-132,0
Indiana @ Florida International: 38-28,2,-0.79,-138,0
Northern Arizona @ UTEP: 30-10,2,-1.71,-89,0
SMU @ North Texas: 23-46,-1,-0.33,273,1
Middle Tennessee @ Vanderbilt: 7-35,-2,2.26,52,1
Fordham @ Charlotte: 10-34,0,2.91,206,1
Southern Mississippi @ UAB: 23-26,2,2.02,139,1
UT San Antonio @ Arizona State: 7-49,-3,5.53,283,1
Air Force @ Florida Atlantic: 26-33,0,2.2,152,1
Appalachian State @ Charlotte: 45-9,0,-5.69,-231,0
Eastern Kentucky @ Marshall: 16-32,-1,2.56,180,1
Southern @ Louisiana Tech: 17-54,0,3.77,327,1
Louisiana Monroe @ Southern Mississippi: 21-20,2,-0.65,82,0
Baylor @ UT San Antonio: 37-20,0,-2.54,-239,0
UAB @ Coastal Carolina: 24-47,-1,1.19,28,1
UT Martin @ Middle Tennessee: 37-61,-1,2.55,24,1
Incarnate Word @ North Texas: 16-58,-2,1.74,311,1
Maine @ Western Kentucky: 31-28,0,0.77,65,0
Florida International @ Old Dominion: 28-20,-1,0.22,-93,0
UTEP @ UNLV: 24-52,-3,1.74,145,1
Rice @ Hawai'i: 29-43,-1,1.58,26,1
Old Dominion @ Charlotte: 25-28,-1,-1.37,35,1
Middle Tennessee @ Georgia: 7-49,-2,4.41,196,1
UTEP @ Tennessee: 0-24,2,4.79,378,1
Tulane @ UAB: 24-31,-1,0.03,94,1
UT San Antonio @ Kansas State: 17-41,1,3.02,149,1
North Texas @ Arkansas: 44-17,5,-0.65,-40,0
Bethune-Cookman @ Florida Atlantic: 28-49,0,0.42,227,1
UMass @ Florida International: 24-63,-1,0.64,113,1
Western Kentucky @ Louisville: 17-20,0,-0.33,-136,1
Florida Atlantic @ UCF: 36-56,-3,0.84,98,1
Western Kentucky @ Ball State: 28-20,0,-0.45,-39,0
Charlotte @ UMass: 31-49,0,1.4,-33,1
Florida International @ Miami: 17-31,1,2.66,301,1
Virginia Tech @ Old Dominion: 35-49,-1,0.29,32,1
Western Kentucky @ Wisconsin: 3-34,-1,2.25,186,1
Florida Atlantic @ Oklahoma: 14-63,-1,6.11,326,1
Houston @ Rice: 45-27,-1,-4.23,-138,0
Louisiana Tech @ LSU: 21-38,-1,-0.12,-9,1
Texas State @ UT San Antonio: 21-25,-2,-1.1,24,1
NC State @ Marshall: 37-20,2,-1.62,-178,0
New Mexico State @ UTEP: 27-20,2,-0.62,118,0
Rice @ Wake Forest: 24-56,-1,1.92,44,1
North Texas @ Liberty: 47-7,1,-2.98,-187,0
Charlotte @ UAB: 7-28,-2,1.89,67,1
Florida Atlantic @ Middle Tennessee: 24-25,0,0.08,-30,1
Arkansas-Pine Bluff @ Florida International: 9-55,-2,8.43,331,1
Southern Mississippi @ Auburn: 13-24,-2,0.94,81,1
Marshall @ Western Kentucky: 20-17,-1,-1.01,-77,0
Louisiana Tech @ North Texas: 29-27,2,0.87,68,0
UTEP @ UT San Antonio: 21-30,-1,-0.0,-19,1
Old Dominion @ Florida Atlantic: 33-52,-2,2.58,104,1
Middle Tennessee @ Marshall: 34-24,2,-1.26,-38,0
UAB @ Louisiana Tech: 28-7,-2,1.34,107,0
UT San Antonio @ Rice: 20-3,4,0.35,44,0
North Texas @ UTEP: 27-24,2,0.49,-8,0
Louisiana Tech @ Florida Atlantic: 21-13,2,0.79,18,0
UAB @ Rice: 42-0,-1,-4.67,-296,0
Southern Mississippi @ North Texas: 7-30,-1,1.34,90,1
Louisiana Tech @ UT San Antonio: 31-3,0,-0.58,-98,0
Western Kentucky @ Charlotte: 14-40,-2,1.32,192,1
Marshall @ Old Dominion: 42-20,1,-2.04,-99,0
Middle Tennessee @ Florida International: 21-24,-1,0.53,52,1
Florida Atlantic @ North Texas: 38-41,0,1.13,22,1
Western Kentucky @ Middle Tennessee: 10-29,-2,0.18,95,1
Marshall @ Florida International: 28-25,0,-0.38,61,0
Charlotte @ Middle Tennessee: 13-21,0,-1.78,-215,1
UTEP @ Louisiana Tech: 24-31,-1,0.33,-31,1
Florida Atlantic @ Marshall: 7-31,-5,0.11,-24,1
UAB @ UTEP: 19-0,-1,-2.6,-237,0
Middle Tennessee @ Kentucky: 23-34,-2,0.48,-68,1
Western Kentucky @ Louisiana Tech: 30-15,0,1.11,92,0
Florida International @ Western Kentucky: 38-17,1,-1.24,-56,0
UAB @ Middle Tennessee: 27-25,1,1.32,91,0
Old Dominion @ Rice: 13-27,-3,1.43,-18,1
UT San Antonio @ Southern Mississippi: 17-27,3,2.94,313,1
Rice @ Florida International: 17-36,-3,1.86,206,1
VMI @ Old Dominion: 14-77,-4,1.9,221,1
UAB @ Middle Tennessee: 3-27,-1,4.48,305,1
Southern Mississippi @ Charlotte: 17-20,-2,-1.76,-202,1
North Texas @ UAB: 21-29,0,-0.75,-8,1
Old Dominion @ Western Kentucky: 37-34,-2,-0.75,-44,0
Marshall @ Southern Mississippi: 24-26,-2,-0.98,-27,1
Charlotte @ Marshall: 13-30,1,2.05,140,1
Florida International @ Charlotte: 42-35,2,-2.15,44,0
Southern Mississippi @ UTEP: 39-7,4,-2.02,-191,0
Middle Tennessee @ Old Dominion: 51-17,4,0.56,32,0
UT San Antonio @ Marshall: 0-23,-2,4.43,368,1
UTEP @ Rice: 34-26,0,0.44,-27,0
Middle Tennessee @ UTEP: 48-32,1,-1.56,-158,0
Rice @ North Texas: 17-41,1,4.38,198,1
Louisiana Tech @ Southern Mississippi: 20-21,1,-0.34,-31,1
Charlotte @ Tennessee: 3-14,-1,0.15,-52,1
North Texas @ Old Dominion: 31-34,-1,-0.15,-36,1
North Texas @ UT San Antonio: 24-21,0,-1.13,-116,0
Western Kentucky @ Florida Atlantic: 15-34,1,2.7,271,1
UAB @ Texas A&M: 20-41,-2,2.74,27,1
Marshall @ Virginia Tech: 20-41,-2,0.54,2,1
Rice @ LSU: 10-42,1,4.59,354,1
Florida International @ UT San Antonio: 45-7,4,-2.16,-208,0
Florida Atlantic @ Florida International: 49-14,3,-2.92,-266,0
Rice @ Louisiana Tech: 13-28,0,1.13,97,1
UT San Antonio @ UAB: 3-52,-1,5.94,448,1
Louisiana Tech @ Mississippi State: 3-45,-1,4.41,294,1
UTEP @ Western Kentucky: 16-40,-4,-2.05,30,1
Central Connecticut @ Ball State: 6-42,0,3.35,361,1
Syracuse @ Western Michigan: 55-42,1,3.48,61,0
Monmouth @ Eastern Michigan: 17-51,-1,2.22,76,1
Kent State @ Illinois: 24-31,-1,1.03,16,1
Howard @ Ohio: 32-38,-4,-1.22,-222,1
Delaware State @ Buffalo: 10-48,-4,1.54,79,1
Marshall @ Miami (OH): 35-28,0,0.18,1,0
VMI @ Toledo: 3-66,-3,4.94,395,1
Northern Illinois @ Iowa: 7-33,-1,1.42,141,1
Bowling Green @ Oregon: 24-58,0,3.04,115,1
Central Michigan @ Kentucky: 20-35,4,2.24,172,1
Western Michigan @ Michigan: 3-49,-1,5.7,243,1
Buffalo @ Temple: 36-29,2,0.33,-72,0
Eastern Michigan @ Purdue: 20-19,1,0.81,60,0
Kansas @ Central Michigan: 31-7,6,-0.35,-81,0
Morgan State @ Akron: 7-41,0,3.24,245,1
Ball State @ Indiana: 10-38,0,0.83,110,1
Ball State @ Notre Dame: 16-24,1,2.26,67,1
Howard @ Kent State: 14-54,0,2.87,236,1
Miami @ Toledo: 49-24,1,-0.56,-139,0
Kent State @ Penn State: 10-63,1,6.66,446,1
Central Michigan @ Northern Illinois: 16-24,-1,0.1,-38,1
Miami (OH) @ Minnesota: 3-26,-1,0.53,96,1
Eastern Kentucky @ Bowling Green: 35-42,-2,-2.27,-160,1
Ohio @ Virginia: 31-45,1,3.08,188,1
Eastern Michigan @ Buffalo: 28-35,0,1.25,-1,1
Maryland @ Bowling Green: 45-14,0,-5.32,-407,0
Utah @ Northern Illinois: 17-6,0,-2.06,-126,0
Delaware State @ Western Michigan: 0-68,-2,4.61,404,1
Akron @ Northwestern: 39-34,2,-0.51,124,0
Ohio @ Cincinnati: 30-34,-1,0.8,12,1
Nevada @ Toledo: 44-63,-1,-0.37,-122,1
Western Michigan @ Georgia State: 34-15,3,-1.73,-185,0
Kent State @ Ole Miss: 17-38,-1,4.04,261,1
Miami (OH) @ Bowling Green: 38-23,1,-1.51,-23,0
Western Kentucky @ Ball State: 28-20,0,-0.45,-39,0
Maine @ Central Michigan: 5-17,0,-0.52,-88,1
Northern Illinois @ Florida State: 19-37,4,1.69,252,1
Buffalo @ Rutgers: 42-13,-2,-3.17,-161,0
Eastern Michigan @ San Diego State: 20-23,-1,0.55,-5,1
Akron @ Iowa State: 13-26,1,1.15,121,1
Bowling Green @ Georgia Tech: 17-63,-3,4.98,139,1
Army @ Buffalo: 42-13,-1,-0.75,-117,0
Central Michigan @ Michigan State: 20-31,-1,0.49,100,1
Western Michigan @ Miami (OH): 40-39,-2,-1.2,-213,0
UMass @ Ohio: 42-58,0,1.8,213,1
Kent State @ Ball State: 24-52,-1,1.02,145,1
Northern Illinois @ Eastern Michigan: 26-23,-2,-0.4,-114,0
Toledo @ Fresno State: 27-49,0,2.63,179,1
Northern Illinois @ Ball State: 24-16,0,-1.07,21,0
Buffalo @ Central Michigan: 34-24,3,-1.38,-94,0
Eastern Michigan @ Western Michigan: 24-27,1,0.83,3,1
Ohio @ Kent State: 27-26,-1,-0.49,58,0
Miami (OH) @ Akron: 41-17,3,-1.83,-163,0
Bowling Green @ Toledo: 36-52,-1,-1.66,-9,1
Toledo @ Eastern Michigan: 26-28,-1,2.18,36,1
Kent State @ Miami (OH): 6-31,0,2.06,230,1
Ball State @ Central Michigan: 24-23,-1,0.71,29,0
Ohio @ Northern Illinois: 21-24,-3,-0.77,79,1
Western Michigan @ Bowling Green: 42-35,2,2.88,-57,0
Buffalo @ Toledo: 31-17,1,1.08,-168,0
Toledo @ Western Michigan: 51-24,1,-1.14,-83,0
Kent State @ Bowling Green: 35-28,0,-1.05,-65,0
Miami (OH) @ Buffalo: 42-51,-1,0.86,52,1
Kent State @ Buffalo: 14-48,1,3.44,295,1
Ohio @ Miami (OH): 28-30,0,-0.74,-7,1
Toledo @ Northern Illinois: 15-38,2,1.94,-4,1
Western Michigan @ Ball State: 41-42,1,0.64,-199,1
Buffalo @ Ohio: 17-52,-4,1.63,369,1
Toledo @ Kent State: 56-34,1,-1.18,-20,0
Ball State @ Miami (OH): 21-42,-1,2.01,141,1
Northern Illinois vs Buffalo: 30-29,-1,-0.99,-15,0
Ball State @ Toledo: 13-45,0,2.15,106,1
Northern Illinois @ Western Michigan: 21-28,-2,0.59,117,1
Buffalo @ Bowling Green: 44-14,1,-0.21,-278,0
Ohio @ Western Michigan: 59-14,6,-2.42,-150,0
Bowling Green @ Ohio: 14-49,-1,3.2,283,1
Northern Illinois @ Akron: 36-26,1,0.03,-123,0
Akron @ Ohio: 28-49,0,0.94,80,1
Eastern Michigan @ Ball State: 42-20,1,-0.05,-36,0
Eastern Michigan @ Kent State: 28-20,1,-0.52,12,0
Western Michigan @ Central Michigan: 35-10,3,-1.83,-87,0
Akron @ Eastern Michigan: 7-27,-3,3.16,294,1
Akron @ South Carolina: 3-28,1,2.62,124,1
Akron @ Kent State: 24-23,-1,0.12,9,0
Central Michigan @ Toledo: 13-51,3,3.5,292,1
Akron @ Buffalo: 6-24,0,1.87,200,1
Army @ Eastern Michigan: 37-22,1,0.66,-182,0
Ball State @ Ohio: 14-52,-2,2.61,312,1
Northern Illinois @ BYU: 7-6,1,0.91,97,0
Central Michigan @ Akron: 10-17,3,1.43,10,1
Bowling Green @ Central Michigan: 24-13,1,-0.95,-154,0
Miami (OH) @ Army: 30-31,0,-0.51,-59,1
Bowling Green @ Akron: 21-6,-2,-1.81,-172,0
Hawai'i @ Colorado State: 43-34,0,0.14,36,0
Wyoming @ New Mexico State: 29-7,0,-2.93,-314,0
Washington State @ Wyoming: 41-19,-1,-1.56,-188,0
UNLV @ USC: 21-43,-1,1.08,96,1
San Diego State @ Fresno State: 14-23,0,-0.05,108,1
Boise State @ Troy: 56-20,3,-2.44,-37,0
Idaho @ Fresno State: 13-79,-7,1.93,179,1
Navy @ Hawai'i: 41-59,1,0.83,111,1
New Mexico @ Wisconsin: 14-45,-1,3.98,357,1
Nevada @ Vanderbilt: 10-41,-2,2.5,218,1
Air Force @ Florida Atlantic: 26-33,0,2.2,152,1
Wyoming @ Missouri: 13-40,0,2.33,353,1
Fresno State @ Minnesota: 14-21,-1,-0.83,8,1
UC Davis @ San José State: 44-38,2,-0.85,-83,0
Arkansas @ Colorado State: 27-34,0,0.05,-8,1
New Mexico State @ Utah State: 13-60,-3,2.38,166,1
Sacramento State @ San Diego State: 14-28,2,1.29,195,1
UTEP @ UNLV: 24-52,-3,1.74,145,1
Connecticut @ Boise State: 7-62,-1,6.29,625,1
San José State @ Washington State: 0-31,2,4.26,435,1
Rice @ Hawai'i: 29-43,-1,1.58,26,1
Tennessee Tech @ Utah State: 12-73,0,4.68,394,1
Hawai'i @ Army: 21-28,0,-1.93,103,1
Boise State @ Oklahoma State: 21-44,-1,1.81,10,1
Wofford @ Wyoming: 14-17,-2,-0.06,19,1
Colorado State @ Florida: 10-48,-2,4.02,31,1
San José State @ Oregon: 22-35,0,0.92,147,1
Oregon State @ Nevada: 35-37,-2,-0.3,-183,1
New Mexico @ New Mexico State: 42-25,3,0.83,43,0
Prairie View @ UNLV: 17-46,1,0.73,135,1
Fresno State @ UCLA: 38-14,2,-0.03,-150,0
Arizona State @ San Diego State: 21-28,1,-0.1,63,1
San Diego State @ New Mexico: 31-23,-2,-3.68,-259,0
UNLV @ Hawai'i: 28-35,2,2.13,103,1
Nevada @ Toledo: 44-63,-1,-0.37,-122,1
Illinois State @ Colorado State: 35-19,2,-2.36,-147,0
UNLV @ Arkansas State: 20-27,-3,1.53,63,1
BYU @ Boise State: 16-21,-1,-1.37,-63,1
Air Force @ Utah State: 32-42,1,3.49,18,1
Fresno State @ UNLV: 48-3,0,-2.73,-164,0
Eastern Michigan @ San Diego State: 20-23,-1,0.55,-5,1
Duquesne @ Hawai'i: 21-42,1,3.6,352,1
Nevada @ Air Force: 28-25,0,-2.94,-186,0
UNLV @ San Diego State: 27-24,0,-1.25,-68,0
Utah State @ Hawai'i: 56-17,1,-2.48,-185,0
Liberty @ New Mexico: 52-43,3,1.12,12,0
Colorado State @ Nevada: 10-49,1,5.15,376,1
Boise State @ Wyoming: 34-14,1,0.21,-211,0
Hawai'i @ San José State: 44-41,-2,0.9,15,0
Toledo @ Fresno State: 27-49,0,2.63,179,1
Utah State @ BYU: 45-20,3,0.09,-27,0
Utah State @ Michigan State: 31-38,0,1.04,108,1
San Diego State @ Stanford: 10-31,0,1.42,119,1
Portland State @ Nevada: 19-72,0,5.58,288,1
Colorado vs Colorado State: 45-13,-1,-5.43,-312,0
Navy @ Air Force: 7-35,0,2.78,221,1
Stony Brook @ Air Force: 0-38,0,2.76,287,1
San Diego State @ Boise State: 19-13,1,-1.66,-38,0
Fresno State @ Nevada: 21-3,2,-1.41,56,0
Colorado State @ San José State: 42-30,0,-1.58,-106,0
Wyoming @ Hawai'i: 13-17,2,-0.09,60,1
Air Force @ San Diego State: 17-21,0,0.98,21,1
New Mexico @ UNLV: 50-14,0,-3.52,-336,0
New Mexico @ Colorado State: 18-20,-1,-0.34,124,1
Army vs San José State: 52-3,4,-2.08,-224,0
UNLV @ Utah State: 28-59,0,3.86,194,1
Boise State @ New Mexico: 45-14,3,-2.09,-187,0
Wyoming @ Fresno State: 3-27,-1,2.45,170,1
Colorado State @ Air Force: 19-27,-2,-2.09,37,1
UNLV @ San José State: 37-50,-2,0.2,-48,1
Fresno State @ Boise State: 17-24,1,-0.14,58,1
Hawai'i @ BYU: 23-49,-1,1.96,163,1
Wyoming @ Colorado State: 34-21,3,-1.43,-56,0
Boise State @ Nevada: 31-27,-2,-1.01,-150,0
Air Force @ UNLV: 41-35,-1,-3.45,-172,0
Boise State @ Air Force: 48-38,0,-1.07,-87,0
Utah State @ Wyoming: 24-16,1,1.29,137,0
San Diego State @ Nevada: 24-28,-2,-1.42,-159,1
San José State @ Wyoming: 9-24,2,2.24,231,1
Wyoming @ New Mexico: 31-3,0,-4.03,-324,0
Fresno State @ Boise State: 19-16,-1,-0.36,62,0
Hawai'i @ Fresno State: 20-50,-2,1.78,188,1
Utah State @ Colorado State: 29-24,1,0.21,196,0
Fresno State @ New Mexico: 38-7,1,-1.31,-138,0
Nevada @ San José State: 21-12,-1,-2.09,-263,0
San José State @ San Diego State: 13-16,0,0.9,-2,1
New Mexico @ Air Force: 24-42,1,2.89,318,1
San José State @ Utah State: 24-62,-3,2.48,404,1
Nevada @ Hawai'i: 40-22,-3,-2.1,-110,0
New Mexico @ Utah State: 19-61,-2,3.39,413,1
San José State @ Fresno State: 13-31,1,2.28,148,1
Air Force @ Wyoming: 27-35,-1,0.82,-42,1
Nevada @ UNLV: 29-34,-2,-0.84,-55,1
Utah State @ Boise State: 24-33,-1,0.3,99,1
Air Force @ Army: 14-17,-1,-1.18,-36,1
Hawai'i @ San Diego State: 31-30,-2,-1.37,-114,0
Duquesne @ UMass: 15-63,-3,4.7,319,1
Wyoming @ New Mexico State: 29-7,0,-2.93,-314,0
New Mexico State @ Minnesota: 10-48,0,2.97,251,1
Army @ Duke: 14-34,-1,1.96,16,1
UMass @ Boston College: 21-55,-3,2.45,307,1
Old Dominion @ Liberty: 10-52,-1,3.76,290,1
Florida State @ Notre Dame: 13-42,0,2.47,173,1
New Mexico State @ BYU: 10-45,-1,2.71,198,1
Michigan @ Notre Dame: 17-24,-1,-0.07,-5,1
BYU @ Arizona: 28-23,0,-0.8,-66,0
Liberty @ Army: 14-38,-3,-0.72,88,1
Ball State @ Notre Dame: 16-24,1,2.26,67,1
UMass @ Georgia Southern: 13-34,-1,1.88,165,1
New Mexico State @ Utah State: 13-60,-3,2.38,166,1
California @ BYU: 21-18,-1,-1.57,-111,0
Hawai'i @ Army: 21-28,0,-1.93,103,1
Vanderbilt @ Notre Dame: 17-22,-3,-0.86,-40,1
BYU @ Wisconsin: 24-21,1,-0.55,83,0
Notre Dame @ Wake Forest: 56-27,0,-3.12,-168,0
UMass @ Florida International: 24-63,-1,0.64,113,1
New Mexico @ New Mexico State: 42-25,3,0.83,43,0
Charlotte @ UMass: 31-49,0,1.4,-33,1
McNeese @ BYU: 3-30,-3,0.38,84,1
Army @ Oklahoma: 21-28,0,4.47,-24,1
New Mexico State @ UTEP: 27-20,2,-0.62,118,0
North Texas @ Liberty: 47-7,1,-2.98,-187,0
BYU @ Boise State: 16-21,-1,-1.37,-63,1
Army @ Buffalo: 42-13,-1,-0.75,-117,0
UMass @ Ohio: 42-58,0,1.8,213,1
Liberty @ New Mexico: 52-43,3,1.12,12,0
Stanford @ Notre Dame: 17-38,-1,1.92,322,1
BYU @ Washington: 7-35,0,3.52,270,1
Utah State @ BYU: 45-20,3,0.09,-27,0
Notre Dame @ Virginia Tech: 45-23,1,-1.35,3,0
Liberty @ New Mexico State: 41-49,-2,1.94,49,1
South Florida @ UMass: 58-42,3,-3.18,-88,0
Troy @ Liberty: 16-22,-2,0.18,48,1
Pittsburgh @ Notre Dame: 14-19,2,0.87,101,1
Army vs San José State: 52-3,4,-2.08,-224,0
New Mexico State @ Louisiana: 38-66,-1,3.05,353,1
Hawai'i @ BYU: 23-49,-1,1.96,163,1
Navy vs Army: 10-17,-4,0.94,75,1
Colgate @ Army: 14-28,0,-1.3,35,1
Lafayette @ Army: 13-31,1,2.5,249,1
New Mexico State @ Texas State: 20-27,-1,1.18,-27,1
BYU @ UMass: 35-16,-1,-2.03,-103,0
Idaho State @ Liberty: 41-48,-1,-1.13,-79,1
UMass @ Connecticut: 22-17,-1,-1.23,-179,0
Coastal Carolina @ UMass: 24-13,0,-0.15,-45,0
Army @ Eastern Michigan: 37-22,1,0.66,-182,0
Norfolk State @ Liberty: 17-52,-4,1.04,162,1
Georgia Southern @ New Mexico State: 48-31,3,-1.1,-23,0
Notre Dame vs Navy: 44-22,0,-1.93,-239,0
New Mexico State @ Liberty: 21-28,0,-1.11,-101,1
Northern Illinois @ BYU: 7-6,1,0.91,97,0
Liberty @ Virginia: 24-45,-2,1.39,35,1
Syracuse vs Notre Dame: 3-36,-2,3.05,229,1
Alcorn State @ New Mexico State: 42-52,0,0.06,-125,1
UMass @ Georgia: 27-66,0,4.08,311,1
Liberty @ Auburn: 0-53,-4,4.08,397,1
Notre Dame @ USC: 24-17,1,-0.85,-30,0
Miami (OH) @ Army: 30-31,0,-0.51,-59,1
BYU @ Utah: 27-35,0,-0.14,-61,1
Liberty @ UMass: 59-62,-1,2.25,289,1
Notre Dame @ Northwestern: 31-21,-1,-2.66,-215,0
Air Force @ Army: 14-17,-1,-1.18,-36,1
Kennesaw State @ Georgia State: 20-24,-1,-0.68,-67,1
Southeastern Louisiana @ Louisiana Monroe: 31-34,1,-0.95,117,1
South Carolina State @ Georgia Southern: 6-37,-2,2.9,197,1
Appalachian State @ Penn State: 38-45,-1,-0.44,-17,1
Coastal Carolina @ South Carolina: 15-49,-1,3.45,319,1
Texas State @ Rutgers: 7-35,1,2.57,254,1
Grambling @ Louisiana: 17-49,1,2.91,250,1
Louisiana Tech @ South Alabama: 30-26,1,-1.05,-132,0
Southeast Missouri State @ Arkansas State: 21-48,3,3.84,400,1
Georgia State @ NC State: 7-41,0,2.36,192,1
Boise State @ Troy: 56-20,3,-2.44,-37,0
Appalachian State @ Charlotte: 45-9,0,-5.69,-231,0
UMass @ Georgia Southern: 13-34,-1,1.88,165,1
Louisiana Monroe @ Southern Mississippi: 21-20,2,-0.65,82,0
UAB @ Coastal Carolina: 24-47,-1,1.19,28,1
Florida A&M @ Troy: 7-59,-4,1.48,190,1
Texas Southern @ Texas State: 20-36,0,0.9,196,1
South Alabama @ Oklahoma State: 13-55,2,4.16,403,1
Coastal Carolina @ Campbell: 58-21,-1,-4.07,-203,0
Georgia State @ Memphis: 22-59,0,6.9,367,1
Georgia Southern @ Clemson: 7-38,2,5.03,455,1
Troy @ Nebraska: 24-19,1,0.25,111,0
Arkansas State @ Tulsa: 29-20,2,-0.03,-66,0
Louisiana @ Mississippi State: 10-56,0,3.38,297,1
Louisiana Monroe @ Texas A&M: 10-48,-1,1.61,202,1
Texas State @ South Alabama: 31-41,0,1.94,10,1
Western Michigan @ Georgia State: 34-15,3,-1.73,-185,0
Gardner-Webb @ Appalachian State: 7-72,-2,6.49,533,1
Coastal Carolina @ Louisiana: 30-28,-1,0.97,-116,0
Troy @ Louisiana Monroe: 35-27,1,-1.17,21,0
UNLV @ Arkansas State: 20-27,-3,1.53,63,1
Texas State @ UT San Antonio: 21-25,-2,-1.1,24,1
South Alabama @ Memphis: 35-52,-2,0.54,96,1
Louisiana @ Alabama: 14-56,-2,4.84,320,1
Louisiana Monroe @ Georgia State: 14-46,-3,1.73,225,1
Coastal Carolina @ Troy: 21-45,0,5.17,150,1
South Alabama @ Appalachian State: 7-52,1,3.3,209,1
Arkansas State @ Georgia Southern: 21-28,-1,2.2,-84,1
Georgia State @ Troy: 20-37,-1,3.48,167,1
Louisiana Monroe @ Ole Miss: 21-70,-2,5.85,399,1
Louisiana @ Texas State: 42-27,-1,-1.58,-132,0
Troy @ Liberty: 16-22,-2,0.18,48,1
New Mexico State @ Louisiana: 38-66,-1,3.05,353,1
Louisiana Monroe @ Coastal Carolina: 45-20,2,-2.4,-16,0
Georgia Southern @ Texas State: 15-13,1,0.74,27,0
Georgia State @ Arkansas State: 35-51,-2,2.6,108,1
Troy @ South Alabama: 38-17,1,-2.91,-25,0
Appalachian State @ Georgia Southern: 14-34,-5,1.87,47,1
New Mexico State @ Texas State: 20-27,-1,1.18,-27,1
Louisiana @ Appalachian State: 19-30,-2,0.7,-1,1
Louisiana @ Appalachian State: 17-27,0,0.61,36,1
Coastal Carolina @ UMass: 24-13,0,-0.15,-45,0
Arkansas State @ Louisiana: 43-47,1,1.87,69,1
Coastal Carolina @ South Alabama: 28-31,-2,2.22,148,1
Georgia Southern @ New Mexico State: 48-31,3,-1.1,-23,0
Georgia Southern @ Georgia State: 35-14,1,-3.27,-117,0
Texas State @ Louisiana Monroe: 14-20,2,0.94,111,1
Coastal Carolina @ Georgia State: 37-34,0,1.62,45,0
Texas State @ Georgia State: 40-30,2,-2.53,-44,0
South Alabama @ Arkansas State: 14-38,0,2.79,249,1
Georgia Southern @ Louisiana Monroe: 25-44,1,5.41,357,1
Troy @ Appalachian State: 10-21,-3,0.81,82,1
Troy @ Georgia Southern: 35-21,-1,-1.2,-163,0
Georgia State @ Appalachian State: 17-45,-2,2.08,195,1
Louisiana @ Louisiana Monroe: 31-28,1,-0.64,-109,0
Louisiana @ Troy: 16-26,-2,2.73,157,1
Louisiana Monroe @ Arkansas State: 17-31,-3,1.01,128,1
Appalachian State @ Texas State: 38-7,3,-3.11,-250,0
Texas State @ Troy: 7-12,-6,-1.84,-64,1
Arkansas State @ Texas State: 33-7,0,-1.45,-118,0
Louisiana Monroe @ South Alabama: 38-10,-1,-3.72,-333,0
Georgia State @ Louisiana: 22-36,-1,2.78,152,1
Arkansas State @ Coastal Carolina: 44-16,1,-3.52,-161,0
Georgia Southern @ Coastal Carolina: 41-17,0,-4.11,-253,0
South Alabama @ Louisiana: 38-48,-2,2.22,-70,1
Appalachian State @ Coastal Carolina: 23-7,-1,-1.98,-227,0
UCF @ Connecticut: 56-17,3,-3.73,-166,0
Wake Forest @ Tulane: 23-17,-2,-0.31,-112,0
Cincinnati @ UCF: 13-38,-2,1.91,23,1
Temple @ Houston: 59-49,2,-0.95,-12,0
Elon @ South Florida: 14-34,-2,2.29,281,1
Houston @ SMU: 31-45,-1,0.83,149,1
Mercer @ Memphis: 14-66,-1,5.33,578,1
Cincinnati @ UCLA: 26-17,0,0.56,3,0
Central Arkansas @ Tulsa: 27-38,1,1.07,223,1
SMU @ North Texas: 23-46,-1,-0.33,273,1
Navy @ Hawai'i: 41-59,1,0.83,111,1
North Carolina A&T @ East Carolina: 28-23,3,-0.46,113,0
TCU @ SMU: 42-12,-1,-2.17,-145,0
Georgia Tech @ South Florida: 38-49,-2,-2.34,-181,1
Arizona @ Houston: 18-45,-2,1.58,20,1
Memphis @ Navy: 21-22,-3,-3.71,-62,1
Buffalo @ Temple: 36-29,2,0.33,-72,0
North Carolina @ East Carolina: 19-41,0,0.49,115,1
South Carolina State @ UCF: 0-38,0,2.67,309,1
Nicholls @ Tulane: 17-42,-1,2.19,43,1
Tulsa @ Texas: 21-28,-1,0.94,125,1
Connecticut @ Boise State: 7-62,-1,6.29,625,1
Georgia State @ Memphis: 22-59,0,6.9,367,1
Temple @ Maryland: 35-14,1,-1.61,-234,0
Rhode Island @ Connecticut: 49-56,1,-1.8,23,1
Tulane @ UAB: 24-31,-1,0.03,94,1
Lehigh @ Navy: 21-51,-3,3.11,293,1
SMU @ Michigan: 20-45,0,2.45,115,1
Villanova @ Temple: 19-17,1,-0.7,-154,0
South Florida vs Illinois: 25-19,-1,-2.64,-246,0
Houston @ Texas Tech: 49-63,1,0.14,69,1
Houston @ Rice: 45-27,-1,-4.23,-138,0
Alabama A&M @ Cincinnati: 7-63,0,5.71,559,1
Ohio @ Cincinnati: 30-34,-1,0.8,12,1
Navy @ SMU: 30-31,-2,0.13,-50,1
Tulane @ Ohio State: 6-49,0,3.09,314,1
Arkansas State @ Tulsa: 29-20,2,-0.03,-66,0
Connecticut @ Syracuse: 21-51,-2,2.35,241,1
Tulsa @ Temple: 17-31,-3,1.5,-103,1
East Carolina @ South Florida: 13-20,0,1.4,-116,1
